,ISO2,ISO3,country,year,countries,ISO,hf_score,hf_quartile,pf_score,ef_score,asciiname,latitude,longitude,country code,population
50216,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neu-Ulm,48.39279,10.01112,DE,51389.0
50217,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neustrelitz,53.3613,13.07292,DE,22291.0
50218,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neustadt in Holstein,54.10707,10.8145,DE,16176.0
50219,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neustadt bei Coburg,50.32975,11.12058,DE,16715.0
50220,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neustadt,49.35009,8.13886,DE,53984.0
50221,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neustadt am Ruebenberge,52.50462,9.45871,DE,45942.0
50222,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neue Neustadt,52.15,11.63333,DE,226851.0
50223,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neuss,51.19807,6.68504,DE,152457.0
50224,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neuruppin,52.92815,12.80311,DE,31901.0
50225,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neunkirchen,49.34449,7.18045,DE,49843.0
50226,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neumuenster,54.07477,9.98195,DE,78383.0
50227,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neumarkt in der Oberpfalz,49.28028,11.46278,DE,39557.0
50228,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neu Isenburg,50.04832,8.69406,DE,35293.0
50229,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neufahrn bei Freising,48.31588,11.66316,DE,18255.0
50230,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neuenhagen,52.52985,13.68914,DE,16170.0
50231,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neuburg an der Donau,48.73218,11.18709,DE,28370.0
50232,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neubrueck,51.13434,6.63857,DE,51109.0
50233,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neubrandenburg,53.56414,13.27532,DE,68082.0
50234,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neu-Anspach,50.31667,8.5,DE,15276.0
50235,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Nettetal,51.31667,6.28333,DE,42417.0
50236,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Netphen,50.91667,8.1,DE,25163.0
50237,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Neckarsulm,49.18912,9.22527,DE,27413.0
50238,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Naumburg,51.14987,11.80979,DE,29722.0
50239,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Nauen,52.60701,12.87374,DE,16600.0
50240,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Nagold,48.5498,8.72366,DE,22912.0
50241,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Munster,52.98569,10.08756,DE,17746.0
50242,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muenster,51.96236,7.62571,DE,270184.0
50243,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Hannoversch Muenden,51.41505,9.65046,DE,25073.0
50244,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Munich,48.13743,11.57549,DE,1260391.0
50245,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mullheim,47.8082,7.63035,DE,18097.0
50246,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muelheim,51.43218,6.87967,DE,171000.0
50247,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muehlheim am Main,50.11667,8.83333,DE,26485.0
50248,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Stuttgart Muehlhausen,48.84232,9.23028,DE,26111.0
50249,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muehlhausen,51.20896,10.45275,DE,38108.0
50250,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muehldorf,48.2467,12.52155,DE,17622.0
50251,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Muhlacker,48.94754,8.83675,DE,26375.0
50252,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Much,50.90383,7.40306,DE,15231.0
50253,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mossingen,48.40567,9.05419,DE,20010.0
50254,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mosbach,49.35357,9.15106,DE,25106.0
50255,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Moosburg,48.47089,11.93811,DE,17363.0
50256,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Monheim am Rhein,51.09162,6.89217,DE,43038.0
50257,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Moenchengladbach,51.18539,6.44172,DE,261742.0
50258,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Moelln,53.61702,10.68742,DE,18469.0
50259,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Moers,51.45342,6.6326,DE,107816.0
50260,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Moabit,52.52635,13.33903,DE,70911.0
50261,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mittweida,50.98622,12.97537,DE,16619.0
50262,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Minden,52.28953,8.91455,DE,82879.0
50263,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Michelstadt,49.67569,9.00373,DE,17279.0
50264,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Metzingen,48.53695,9.2833,DE,22112.0
50265,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mettmann,51.2504,6.97536,DE,39550.0
50266,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meschede,51.3502,8.28332,DE,32224.0
50267,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Merzig,49.44331,6.63874,DE,31118.0
50268,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Merseburg,51.35478,11.98923,DE,34780.0
50269,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meppen,52.69064,7.29097,DE,34198.0
50270,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Menden,51.44337,7.77825,DE,58451.0
50271,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Memmingen,47.98372,10.18527,DE,41135.0
50272,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Melle,52.20197,8.33826,DE,46514.0
50273,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meissen,51.16158,13.4737,DE,28492.0
50274,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meiningen,50.56787,10.41521,DE,21580.0
50275,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meinerzhagen,51.1074,7.64838,DE,21982.0
50276,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meiderich,51.46667,6.76667,DE,45297.0
50277,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meerbusch,51.26118,6.6717,DE,54826.0
50278,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meerane,50.84688,12.46473,DE,17325.0
50279,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Meckenheim,50.62388,7.02942,DE,25515.0
50280,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mechernich,50.59304,6.65224,DE,27537.0
50281,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mayen,50.32797,7.22277,DE,19414.0
50282,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marzahn,52.54525,13.56983,DE,103768.0
50283,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marsberg,51.46171,8.84949,DE,21914.0
50284,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marl,51.65671,7.09038,DE,91398.0
50285,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marktredwitz,50.00443,12.08593,DE,18204.0
50286,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marktoberdorf,47.77964,10.61713,DE,18505.0
50287,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Markkleeberg,51.2755,12.36906,DE,24000.0
50288,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Markisches Viertel,52.59841,13.35766,DE,35230.0
50289,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marienfelde,52.41868,13.36723,DE,30338.0
50290,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mariendorf,52.4378,13.38109,DE,49917.0
50291,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marburg an der Lahn,50.80904,8.77069,DE,78895.0
50292,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Marbach am Neckar,48.93964,9.25995,DE,15604.0
50293,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mannheim,49.4891,8.46694,DE,307960.0
50294,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mainz,49.98419,8.2791,DE,184997.0
50295,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Maintal,50.15,8.83333,DE,38313.0
50296,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Mahlsdorf,52.50935,13.61373,DE,26954.0
50297,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Magdeburg,52.12773,11.62916,DE,229826.0
50298,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luenen,51.61634,7.52872,DE,91009.0
50299,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lueneburg,53.2509,10.41409,DE,71260.0
50300,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Ludwigshafen am Rhein,49.48121,8.44641,DE,163196.0
50301,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Ludwigsfelde,52.30322,13.25405,DE,24164.0
50302,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Ludwigsburg,48.89731,9.19161,DE,87603.0
50303,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luedinghausen,51.7683,7.44379,DE,24094.0
50304,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luedenscheid,51.21977,7.6273,DE,79386.0
50305,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luckenwalde,52.09029,13.16772,DE,21616.0
50306,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luebeck,53.86893,10.68729,DE,212207.0
50307,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luebbenau,51.86217,13.95168,DE,17461.0
50308,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Luebbecke,52.30699,8.61423,DE,26310.0
50309,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Loxstedt,53.46667,8.65,DE,16382.0
50310,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Losheim,49.5099,6.74549,DE,16660.0
50311,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Loerrach,47.61497,7.66457,DE,47002.0
50312,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lohr am Main,49.98922,9.57223,DE,16127.0
50313,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lohne,52.66625,8.2375,DE,25111.0
50314,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Loehne,52.18848,8.6922,DE,39521.0
50315,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lohmar,50.83868,7.21399,DE,31339.0
50316,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Loebau,51.09954,14.66738,DE,18374.0
50317,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lippstadt,51.67369,8.34482,DE,67219.0
50318,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lingen,52.52143,7.31845,DE,51310.0
50319,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lindlar,51.01959,7.37758,DE,22723.0
50320,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lindau,47.54612,9.68431,DE,24518.0
50321,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Limburg an der Lahn,50.3836,8.0503,DE,33820.0
50322,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Limbach-Oberfrohna,50.85882,12.76165,DE,27056.0
50323,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lilienthal,53.14193,8.90338,DE,18293.0
50324,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lichterfelde,52.4333,13.30762,DE,80149.0
50325,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lichtenrade,52.39844,13.40637,DE,49489.0
50326,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lichtenfels,50.14567,11.05928,DE,21336.0
50327,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lichtenberg,52.51395,13.49975,DE,32888.0
50328,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leverkusen,51.0303,6.98432,DE,162738.0
50329,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leutkirch im Allgau,47.82672,10.0205,DE,22362.0
50330,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leopoldshohe,52.01246,8.69834,DE,16219.0
50331,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leonberg,48.8,9.01667,DE,45711.0
50332,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lennestadt,51.11721,8.06707,DE,28102.0
50333,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lengerich,52.18661,7.86043,DE,22697.0
50334,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lemgo,52.02786,8.89901,DE,41943.0
50335,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leipzig,51.33962,12.37129,DE,504971.0
50336,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leinfelden-Echterdingen,48.69406,9.16809,DE,36672.0
50337,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leimen,49.34737,8.68733,DE,27190.0
50338,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leichlingen,51.10628,7.01873,DE,27497.0
50339,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lehrte,52.37193,9.97919,DE,43920.0
50340,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Leer,53.23157,7.461,DE,33886.0
50341,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lebach,49.41122,6.90988,DE,21583.0
50342,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Laupheim,48.22786,9.87874,DE,19012.0
50343,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lauf an der Pegnitz,49.51386,11.28247,DE,26403.0
50344,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lauchhammer,51.48813,13.76623,DE,18990.0
50345,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lankwitz,52.43623,13.3459,DE,41242.0
50346,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Langenhorn,53.66556,10.00137,DE,41560.0
50347,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Langenhagen,52.44758,9.73741,DE,50439.0
50348,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Langenfeld,51.10821,6.94831,DE,59378.0
50349,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Langen,53.60554,8.59509,DE,18863.0
50350,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Langen,49.98955,8.66852,DE,35416.0
50351,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Landshut,48.52961,12.16179,DE,60488.0
50352,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Landsberg am Lech,48.04819,10.88282,DE,27017.0
50353,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Landau in der Pfalz,49.19844,8.11692,DE,41612.0
50354,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lampertheim,49.59786,8.4725,DE,31635.0
50355,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lahr,48.34042,7.86886,DE,43863.0
50356,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lahnstein,50.3,7.61667,DE,18749.0
50357,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Lage,51.99223,8.79301,DE,36097.0
50358,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Laatzen,52.31506,9.79739,DE,40038.0
50359,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Bad Laasphe,50.93139,8.42502,DE,15184.0
50360,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kurten,51.05,7.26667,DE,20103.0
50361,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kuenzelsau,49.2818,9.68352,DE,15070.0
50362,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kunzell,50.5442,9.71792,DE,16124.0
50363,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kulmbach,50.10068,11.45032,DE,27565.0
50364,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kronberg,50.18424,8.5232,DE,17730.0
50365,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kronach,50.23963,11.33308,DE,18248.0
50366,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kreuztal,50.96775,7.98848,DE,31772.0
50367,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Bezirk Kreuzberg,52.49973,13.40338,DE,147532.0
50368,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kreuzau,50.74699,6.49069,DE,18400.0
50369,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Krefeld,51.33645,6.55381,DE,237984.0
50370,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koethen,51.75185,11.97093,DE,28710.0
50371,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Korschenbroich,51.19139,6.51352,DE,33406.0
50372,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kornwestheim,48.86158,9.18569,DE,31040.0
50373,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Korntal,48.83218,9.1214,DE,18081.0
50374,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Korbach,51.27561,8.873,DE,24481.0
50375,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kopenick Bezirk,52.4455,13.57455,DE,60128.0
50376,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Berlin Koepenick,52.44254,13.58228,DE,59561.0
50377,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Konz,49.70045,6.57652,DE,17879.0
50378,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Konstanz,47.66033,9.17582,DE,81275.0
50379,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koenigs Wusterhausen,52.30141,13.633,DE,32513.0
50380,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koenigswinter,50.68376,7.18675,DE,41164.0
50381,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koenigstein im Taunus,50.17943,8.47132,DE,15661.0
50382,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koenigslutter am Elm,52.25116,10.81683,DE,16419.0
50383,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Konigsbrunn,48.27506,10.89178,DE,27494.0
50384,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koeln,50.93333,6.95,DE,963395.0
50385,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kolbermoor,47.84965,12.06696,DE,17941.0
50386,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Koblenz,50.35357,7.57883,DE,107319.0
50387,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Klingenstein,48.41849,9.90812,DE,15643.0
50388,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kleve,51.78826,6.13865,DE,49072.0
50389,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kleinmachnow,52.40786,13.22514,DE,17892.0
50390,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kitzingen,49.73973,10.15072,DE,21387.0
50391,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kirchlengern,52.2,8.63333,DE,16338.0
50392,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kirchheim unter Teck,48.64683,9.45378,DE,40206.0
50393,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kirchhain,50.8272,8.92806,DE,16381.0
50394,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kierspe,51.13403,7.59075,DE,18188.0
50395,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kiel,54.32133,10.13489,DE,232758.0
50396,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kevelaer,51.58243,6.24603,DE,28064.0
50397,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kerpen,50.86991,6.69691,DE,64226.0
50398,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kempten (Allgaeu),47.72674,10.31389,DE,61399.0
50399,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kempen,51.36432,6.41858,DE,36312.0
50400,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kelkheim (Taunus),50.13703,8.4502,DE,26814.0
50401,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kelheim,48.91725,11.88618,DE,15723.0
50402,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kehl,48.57297,7.81523,DE,34009.0
50403,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kaulsdorf,52.51732,13.58871,DE,18675.0
50404,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kaufbeuren,47.88238,10.62192,DE,42505.0
50405,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kassel,51.31667,9.5,DE,194501.0
50406,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karow,52.60904,13.48117,DE,18817.0
50407,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karlstadt,49.96034,9.77239,DE,15272.0
50408,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karlsruhe,49.00937,8.40444,DE,283799.0
50409,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karlshorst,52.48419,13.53185,DE,22285.0
50410,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karlsfeld,48.21667,11.46667,DE,17920.0
50411,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Karben,50.23019,8.77155,DE,21642.0
50412,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kamp-Lintfort,51.50467,6.54587,DE,39490.0
50413,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kamenz,51.26798,14.09374,DE,18270.0
50414,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kamen,51.59231,7.6638,DE,45927.0
50415,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kaltenkirchen,53.83292,9.9581,DE,19747.0
50416,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kaiserslautern,49.443,7.77161,DE,98732.0
50417,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Kaarst,51.22929,6.61883,DE,42112.0
50418,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Juelich,50.92149,6.36267,DE,33911.0
50419,DE,DEU,Germany,2019.0,Germany,DEU,8.73,1.0,9.32,7.91,Juchen,51.1,6.5,DE,22562.0
