,ISO2,ISO3,country,year,countries,ISO,hf_score,hf_quartile,pf_score,ef_score,asciiname,latitude,longitude,country code,population
163820,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Sainte-Marie,14.78352,-60.99227,MQ,20380.0
163821,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Le Robert,14.67751,-60.94228,MQ,23814.0
163822,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Le Lamentin,14.61341,-60.99964,MQ,39229.0
163823,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Le Francois,14.61513,-60.90311,MQ,19682.0
163824,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,La Trinite,14.73807,-60.96319,MQ,15040.0
163825,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Fort-de-France,14.60892,-61.07334,MQ,89995.0
163826,MQ,MTQ,Martinique,2019.0,Martinique,,,0.0,,,Ducos,14.57529,-60.97453,MQ,17394.0
163827,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Zouerate,22.73542,-12.47134,MR,38000.0
163828,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Tekane,16.57806,-15.45972,MR,22041.0
163829,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Selibaby,15.15846,-12.1843,MR,18424.0
163830,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Rosso,16.51378,-15.80503,MR,48922.0
163831,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Nouakchott,18.08581,-15.9785,MR,661400.0
163832,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Nouadhibou,20.94188,-17.03842,MR,72337.0
163833,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Nema,16.61702,-7.25649,MR,60000.0
163834,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Kiffa,16.62073,-11.40208,MR,40281.0
163835,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Kaedi,16.15027,-13.5037,MR,55374.0
163836,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Atar,20.5177,-13.04857,MR,24021.0
163837,MR,MRT,Mauritania,2019.0,Mauritania,MRT,5.73,4.0,5.18,6.49,Aleg,17.05314,-13.91312,MR,15211.0
163959,MS,MSR,Montserrat,2019.0,Montserrat,,,0.0,,,Plymouth,16.70555,-62.21292,MS,0.0
163960,MS,MSR,Montserrat,2019.0,Montserrat,,,0.0,,,Brades,16.79183,-62.21058,MS,1000.0
163961,MT,MLT,Malta,2019.0,Malta,MLT,8.45,1.0,8.75,8.03,Zabbar,35.87611,14.535,MT,15030.0
163962,MT,MLT,Malta,2019.0,Malta,MLT,8.45,1.0,8.75,8.03,Valletta,35.89972,14.51472,MT,6794.0
163963,MT,MLT,Malta,2019.0,Malta,MLT,8.45,1.0,8.75,8.03,Qormi,35.87601,14.472,MT,18230.0
163964,MT,MLT,Malta,2019.0,Malta,MLT,8.45,1.0,8.75,8.03,Mosta,35.90917,14.42556,MT,17789.0
163965,MT,MLT,Malta,2019.0,Malta,MLT,8.45,1.0,8.75,8.03,Birkirkara,35.89722,14.46111,MT,21676.0
164021,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Vacoas,-20.29806,57.47833,MU,110000.0
164022,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Triolet,-20.05472,57.54528,MU,23269.0
164023,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Saint Pierre,-20.2175,57.52083,MU,16414.0
164024,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Quatre Bornes,-20.26381,57.4791,MU,80961.0
164025,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Port Louis,-20.16194,57.49889,MU,155226.0
164026,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Mahebourg,-20.40806,57.7,MU,17042.0
164027,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Goodlands,-20.035,57.64306,MU,20910.0
164028,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Curepipe,-20.31472,57.52028,MU,84200.0
164029,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Centre de Flacq,-20.18972,57.71444,MU,17710.0
164030,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Bel Air Riviere Seche,-20.25777,57.74976,MU,17671.0
164031,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Beau Bassin-Rose Hill,-20.23325,57.46609,MU,111355.0
164032,MU,MUS,Mauritius,2019.0,Mauritius,MUS,8.07,2.0,8.01,8.16,Le Hochet,-20.135,57.52111,MU,15197.0
164165,MV,MDV,Maldives,2019.0,Maldives,,,0.0,,,Male,4.1748,73.50888,MV,103693.0
164166,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Karonga,-9.93333,33.93333,MW,34207.0
164167,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Zomba,-15.38596,35.3188,MW,80932.0
164168,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Salima,-13.7804,34.4587,MW,30052.0
164169,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Rumphi,-11.01863,33.85746,MW,20727.0
164170,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Nsanje,-16.91995,35.26199,MW,21774.0
164171,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Nkhotakota,-12.92744,34.29614,MW,24865.0
164172,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Mzuzu,-11.46556,34.02071,MW,175345.0
164173,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Mzimba,-11.9,33.6,MW,19308.0
164174,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Mulanje,-16.03163,35.5,MW,16483.0
164175,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Mchinji,-13.79841,32.88019,MW,18305.0
164176,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Mangochi,-14.47815,35.26448,MW,40236.0
164177,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Liwonde,-15.06665,35.22543,MW,22469.0
164178,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Lilongwe,-13.96692,33.78725,MW,646750.0
164179,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Kasungu,-13.03333,33.48333,MW,42555.0
164180,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Dedza,-14.3779,34.33322,MW,15608.0
164181,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Blantyre,-15.78499,35.00854,MW,584877.0
164182,MW,MWI,Malawi,2019.0,Malawi,MWI,6.99,3.0,7.72,5.96,Balaka,-14.97928,34.95575,MW,18902.0
164370,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Fernando,24.84749,-98.14828,MX,29171.0
164371,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Zumpango,19.7967,-99.09946,MX,50742.0
164372,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Zumpango del Rio,17.65437,-99.52725,MX,21143.0
164373,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Zacualtipan,20.65002,-98.65628,MX,17090.0
164374,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Zacatlan,19.9355,-97.96125,MX,31707.0
164375,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Zacatepec,18.65409,-99.18981,MX,21533.0
164376,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Yecapixtla,18.88333,-98.865,MX,16811.0
164377,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Yautepec,18.88188,-99.06715,MX,41386.0
164378,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xoxocotla,18.68415,-99.24577,MX,19790.0
164379,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xonacatlan,19.40513,-99.52807,MX,19687.0
164380,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xochitepec,18.7808,-99.23049,MX,16768.0
164381,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xochimilco,19.25465,-99.10356,MX,404458.0
164382,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xicotepec de Juarez,20.27605,-97.96111,MX,37424.0
164383,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Xico,19.42178,-97.00819,MX,15292.0
164384,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Miguel Xico Viejo,19.27022,-98.93588,MX,365777.0
164385,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Alvaro Obregon,19.35867,-99.20329,MX,727034.0
164386,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Villahermosa,17.98689,-92.93028,MX,362401.0
164387,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Gustavo Adolfo Madero,19.49392,-99.11075,MX,1193161.0
164388,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Villa Cuauhtemoc Otzolotepec,19.41676,-99.55872,MX,18303.0
164389,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Veracruz,19.18095,-96.1429,MX,568313.0
164390,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Venustiano Carranza,16.33815,-92.563,MX,15074.0
164391,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Valle Hermoso,25.67207,-97.81313,MX,47831.0
164392,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Valladolid,20.68812,-88.19936,MX,39663.0
164393,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Uman,20.88213,-89.74649,MX,28472.0
164394,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tuxtla,16.75973,-93.11308,MX,481128.0
164395,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tuxpam de Rodriguez Cano,20.95777,-97.40805,MX,134394.0
164396,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tultitlan,19.64655,-99.16787,MX,24387.0
164397,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tultepec,19.685,-99.12806,MX,65338.0
164398,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tulancingo,20.08355,-98.36288,MX,102383.0
164399,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tula de Allende,20.05161,-99.34397,MX,27677.0
164400,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Toluca,19.28786,-99.65324,MX,505881.0
164401,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Bernardino Tlaxcalancingo,19.02867,-98.27698,MX,20363.0
164402,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlaquiltenango,18.63429,-99.1632,MX,19056.0
164403,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlapa de Comonfort,17.54528,-98.57599,MX,36873.0
164404,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlapacoyan,19.96268,-97.21141,MX,33667.0
164405,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlalpan,19.29513,-99.16206,MX,607545.0
164406,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlalnepantla,19.54005,-99.19538,MX,715767.0
164407,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tlahuac,19.28689,-99.00507,MX,344106.0
164408,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tizimin,21.14268,-88.15101,MX,41993.0
164409,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tizayuca,19.83721,-98.97607,MX,39323.0
164410,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tixtla de Guerrero,17.56732,-99.39799,MX,21130.0
164411,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ticul,20.39833,-89.53541,MX,30282.0
164412,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santiago Tianguistenco,19.18024,-99.46644,MX,20104.0
164413,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tezontepec de Aldama,20.19073,-99.27429,MX,25511.0
164414,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teziutlan,19.8173,-97.35992,MX,70819.0
164415,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Texcoco,19.51194,-98.88293,MX,115378.0
164416,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tequixquiac,19.90944,-99.14472,MX,22676.0
164417,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tequisquiapan,20.5225,-99.89167,MX,29799.0
164418,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Cuautitlan Izcalli,19.64388,-99.21598,MX,475179.0
164419,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tepoztlan,18.98622,-99.10051,MX,15963.0
164420,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tepotzotlan,19.72116,-99.22391,MX,44517.0
164421,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tepeji del Rio de Ocampo,19.90481,-99.34379,MX,33196.0
164422,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tepeaca,18.96688,-97.8998,MX,24956.0
164423,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tepatlaxco de Hidalgo,19.06747,-97.96595,MX,15084.0
164424,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teoloyucan,19.74423,-99.18113,MX,61376.0
164425,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tenosique de Pino Suarez,17.4729,-91.4236,MX,32415.0
164426,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tenango de Arista,19.10446,-99.5898,MX,20969.0
164427,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Temixco,18.85254,-99.22537,MX,91059.0
164428,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Temapache,21.06611,-97.64207,MX,101558.0
164429,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teloloapan,18.3674,-99.86776,MX,21244.0
164430,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tecax,20.2052,-89.28522,MX,22806.0
164431,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tehuacan,18.46422,-97.39735,MX,241429.0
164432,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tecamachalco,18.88352,-97.73344,MX,26227.0
164433,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teapa,17.5497,-92.95211,MX,26331.0
164434,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Taxco de Alarcon,18.55462,-99.60592,MX,53217.0
164435,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tapachula,14.90385,-92.25749,MX,197961.0
164436,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tantoyuca,21.35064,-98.2257,MX,103610.0
164437,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tampico,22.27817,-97.86772,MX,309003.0
164438,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tamazunchale,21.25993,-98.78935,MX,21532.0
164439,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santo Domingo Tehuantepec,16.32463,-95.24104,MX,37389.0
164440,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santiago Tuxtla,18.46576,-95.3006,MX,15681.0
164441,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Pinotepa Nacional,16.34014,-98.05297,MX,25669.0
164442,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santiago Tulantepec,20.03618,-98.35563,MX,15625.0
164443,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Moyotzingo,19.24811,-98.40486,MX,24555.0
164444,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santa Maria Chimalhuacan,19.42155,-98.95038,MX,525389.0
164445,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santa Cruz Xoxocotlan,17.02958,-96.73518,MX,61846.0
164446,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tecamac,19.71288,-98.96895,MX,15244.0
164447,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Chiautempan,19.30633,-98.21773,MX,48322.0
164448,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Salvador El Seco,19.13325,-97.64167,MX,15271.0
164449,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Salvador Atenco,19.5517,-98.91867,MX,16159.0
164450,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Pablo de las Salinas,19.66658,-99.09477,MX,173557.0
164451,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Pablo Autopan,19.35638,-99.65724,MX,30417.0
164452,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Miguel Zinacantepec,19.28428,-99.73394,MX,54220.0
164453,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Miguel Coatlinchan,19.44999,-98.87274,MX,21498.0
164454,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Mateo Atenco,19.26757,-99.53214,MX,68602.0
164455,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Martin Texmelucan de Labastida,19.28431,-98.43885,MX,75903.0
164456,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teolocholco,19.24333,-98.19083,MX,16240.0
164457,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Teotihuacan,19.68862,-98.8611,MX,22541.0
164458,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Juan del Rio,20.38886,-99.99577,MX,118173.0
164459,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Tuxtepec,18.0883,-96.12535,MX,92121.0
164460,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Francisco Acuautla,19.34564,-98.86034,MX,21905.0
164461,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Sanctorum,19.09917,-98.25417,MX,27936.0
164462,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Cristobal de las Casas,16.73176,-92.64126,MX,128996.0
164463,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,San Andres Tuxtla,18.4487,-95.21327,MX,55697.0
164464,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Salina Cruz,16.18405,-95.20143,MX,73648.0
164465,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Rioverde,21.93115,-99.99488,MX,48854.0
164466,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Rio Bravo,25.98729,-98.09414,MX,85481.0
164467,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Rio Blanco,18.83036,-97.156,MX,39543.0
164468,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Reynosa,26.08061,-98.28835,MX,498654.0
164469,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Puerto Escondido,15.87037,-97.07726,MX,19488.0
164470,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Puente de Ixtla,18.61472,-99.31806,MX,20668.0
164471,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Puebla,19.03793,-98.20346,MX,1590256.0
164472,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Progreso de Alvaro Obregon,20.24929,-99.18988,MX,16548.0
164473,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Progreso,21.28306,-89.66123,MX,47124.0
164474,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Poza Rica de Hidalgo,20.53315,-97.45946,MX,174526.0
164475,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Polanco,19.43332,-99.19919,MX,50000.0
164476,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Playa del Carmen,20.6274,-87.07987,MX,100383.0
164477,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Pijijiapan,15.68618,-93.20938,MX,15101.0
164478,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Peto,20.12776,-88.92282,MX,17607.0
164479,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Perote,19.56233,-97.24235,MX,32559.0
164480,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Paraiso,18.40116,-93.21406,MX,23830.0
164481,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Papantla de Olarte,20.44655,-97.32495,MX,47958.0
164482,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Panuco,22.05373,-98.18498,MX,35316.0
164483,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Palmarito Tochapan,18.90135,-97.63833,MX,15690.0
164484,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Palenque,17.50953,-91.98248,MX,36669.0
164485,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Pachuca de Soto,20.11697,-98.73329,MX,319581.0
164486,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ozumba de Alzate,19.03689,-98.79516,MX,19929.0
164487,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Oxkutzkab,20.30734,-89.41809,MX,21508.0
164488,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Orizaba,18.85195,-97.09957,MX,121348.0
164489,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ometepec,16.69008,-98.40797,MX,17801.0
164490,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ocozocoautla de Espinosa,16.76231,-93.37476,MX,31596.0
164491,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ocoyoacac,19.27127,-99.45787,MX,24647.0
164492,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Ocosingo,16.90639,-92.09374,MX,28721.0
164493,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Oaxaca,17.06542,-96.72365,MX,262566.0
164494,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Nuevo Laredo,27.47629,-99.51639,MX,349550.0
164495,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Nogales,18.82776,-97.16311,MX,19903.0
164496,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Nicolas Romero,19.64177,-99.3068,MX,245383.0
164497,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Naucalpan de Juarez,19.47851,-99.23963,MX,846185.0
164498,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Naranjos,21.35087,-97.68656,MX,19689.0
164499,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Villa Nanchital,18.07117,-94.40756,MX,25982.0
164500,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Motul,21.09571,-89.28332,MX,21109.0
164501,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Motozintla,15.36694,-92.24605,MX,19092.0
164502,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Montemorelos,25.18909,-99.82865,MX,37694.0
164503,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Santiago Momoxpan,19.07361,-98.26694,MX,17622.0
164504,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Mixquiahuala de Juarez,20.23031,-99.21396,MX,22610.0
164505,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Misantla,19.92992,-96.85194,MX,23242.0
164506,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Miramar,22.32085,-97.8595,MX,67689.0
164507,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Minatitlan,18.00011,-94.5569,MX,150895.0
164508,MX,MEX,Mexico,2019.0,Mexico,MEX,6.92,3.0,6.72,7.2,Milpa Alta,19.19251,-99.02317,MX,115895.0
